Bengali tech product reviews,tech product
"প্রথমত ১১/১১.৫k বাজেট হিসেবে ফোন ভালো, তবে হেভি ইউজের জন্যে এই ফোন না। কোন ক্যাশ মেমো বা ডকুমেন্টস কিছুই দেয়নি, আর সেলার এর কোনো রেসপন্স নাই।।",Smartphone
দারুন একটা ফোন খুব তাড়াতাড়ি ডেলিভারি পেয়েছি ধন্যবাদ সেলার এবং দারাস টিমকে। এবং ফোনটি বাজারের থেকে ১৫০০ টাকা কম পেয়েছে। ❤️❤️❤️❤️❤️,Smartphone
"2 দিন চালানোর পর review দিচ্ছি, অনেক ভালো product। যেমন আশা করেছিলাম ঠিক তেমনি পাইছি।",Smartphone
আলহামদুলিল্লাহ ফোনটা অনেক সুন্দর ছিল এবং খুব দ্রুত পাইছিলাম এবং সেলার ভাইকে অনেক ধন্যবাদ আর মূল বিষয় হচ্ছে যে ভাই দারাজ কোন ফেক না আপনারা চাইলে বিশ্বাস বিশ্বাস করে মাল কিনতে পারেন একটি নির্ভরযোগ্য অ্যাপস।,Smartphone
আলহামদুলিল্লাহ্ ❤️ এখন পর্যন্ত সব কিছুই ভালো লাগলো।,Smartphone
এক কথায় অসাধারণ,Smartphone
ঠিকঠাক প্রোডাক্ট পেয়েছি,Smartphone
অসম্ভব সুন্দর,Smartphone
"সেলার অনেক ভাল।সময় মত হাতে পাইছি,যেমন টা চেয়েছি তেমন টাই পাইছি।",Smartphone
এই সেটের ক্যামেরা ততটা ভালো না।আর সব ভালো।ডেলিভারি ম্যান সার্ভিস খুবই আন্তরিক ও অমায়িক।,Smartphone
"মোবাইল ফোনটা সুন্দর ছিল, কিন্তু ফোনে 5G নেটওয়ার্ক সাপোর্ট করবে কি না সন্দেহ আছে। মেইন সমস্যা হল IMEI number চেক করা যাচ্ছে না এবং আমি কোন ওয়ারেন্টি কার্ড পাইনি। তাই আমি আশা করি সেলার ভাই আমার সমস্যাগুলো সমাধান করবেন। ধন্যবাদ দারাজ এবং সেলার ভাই।",Smartphone
camera 50mp অনুযায়ী ছবি ভালো উঠে না। এটার থেকে আমার আগের মোবাইলের camera 16mp তে ভালো ছবি উঠে।,Smartphone
কম বাজেটে খুব ভালো একটা মোবাইল ফোন স্যালার অনেক ভালো ছিল খুব তাড়াতাড়ি পেয়েছি,Smartphone
"ঠিক মতো পেয়েছি, ওয়ারেন্টি পাবো কিভাবে বুঝলাম না? কোনো ক্যাশ মেমো নাই? কোনো কার্ড নাই???",Smartphone
অনেক অনেক ধন্যবাদ খুব তাড়াতাড়ি ডেলিভারি দেয়ার জন্য,Smartphone
"খুব সুন্দর একটা দামে, সুন্দর একটা মোবাইল পেয়েছে। সেই সাথে ভালো আইটেমই পেয়েছি।",Smartphone
