cleaned_stopwords,Sentiment
দামে ভালো।।।সেলার রেসপন্স,1
price range অসাধারণ একটা Phone Product authentic সুন্দর Packaging হয়েছিলো। Delivery man আচরন response ভালো ছিল। ঠিকঠাক ছিলো এক সপ্তাহের সময় লেগেছে Order পন্য আসতে । Overall im fully Satisfied,1
আলহামদুলিল্লাহ। প্রোডাক্ট জেনুইন অফিশিয়াল সাথে ওয়াটের চার্জার ব্যাককভার ইয়ারফোন ছিল। সেলারের রেসপন্স ডেলিভারি রাইডারের উভয়ই ভালো ছিল। ফোনের ক্যামেরা পারফরম্যান্স বিলো এভারেজ মেগাপিক্সেল ক্যামেরা থাকলেও মেগাপিক্সেল ছবি উঠে সত্যিই হতাশাজনক। ফোনের অন্যান্য পারফরম্যান্স কয়েকদিন বোঝা যাবে।,1
সেট মোটামুটি ভাল এডাপ্টার টা নষ্ট পরছে ডেলিভারিতে একটু বাটপারি,2
দামে বাজারের সেরা ভালো একটা ফোন মাস একটা কিনেছিলাম দ্বিতীয় প্যাকেজিং ডেলিভারী সময়কাল ডেলিভারী বয় অসাধারণ,1
অরজিনাল অফিসিয়াল পন্য চোখ বুঝে সবাই পারেন। সেলারের কথা মিল আছে।,1
কম বাজেটে বেস্ট,1
আগস্ট মাসে একটা কিনেছিলাম গত একটা অর্ডার করেছি ইস্ট ওয়েস্ট সিম্ফোনি Z প্লাস ইজ বেস্ট। ভালো ডিসপ্লে কোয়ালিটি ইসমুথ টাচ রেসপন্স। চালায় মজা সফট ইউজার দের জন্য।,1
পাইলাম ঠিকঠাকমতো দেখার বিষয় চলে।,1
প্রোডাক্ট অরিজিনাল কিন্ত S ওয়ারেন্টিগ্যারান্টি পাবেন ক্যাশ মেমো,2
ধন্যবাদ দারাজ,1
ধন্যবাদ দারাজ অফারে নিলাম এভাবেই এগিয়ে দারাজ,1
সঠিক প্রডাক্ট হাতে পেলাম। খুশি।,1
একটা করতেছি ভালোবাসি,1
ভালো ফোন,1
ভালোই চলতেছে,1
একমাস ফোনটা ব্যাবহার করছি। দাম টাকা। অফারের সময় কেনা ফোনের সবকিছু ঠিকঠাক নেটওয়ার্ক রিসিভারে একটু দুর্বলতা আছে। ওয়াইফাই এডাপ্টারের। আপডেট সমস্যা কিছুটা সমাধান হয়েছে। ফোনের তুলনায় নেটওয়ার্ক একটু কম পায়। দাম বিবেচনায় বলার নেই। RAM ROM বলার নেই। সবাই জানে। চার্জিং স্পীড ভালো। খেয়াল করলাম মাঝে মাঝে ফাস্ট চার্জ না।তখন রিস্টার্ট দিলে ওকে। মাসে ল্যাগ করেছে।,2
