cleaned,Sentiment
ঠিক মতো পেয়েছি  ওয়ারেন্টি পাবো কিভাবে বুঝলাম না  কোনো ক্যাশ মেমো নাই  কোনো কার্ড নাই   ,2
অনেক অনেক ধন্যবাদ খুব তাড়াতাড়ি ডেলিভারি দেয়ার জন্য,1
খুব সুন্দর একটা দামে  সুন্দর একটা মোবাইল পেয়েছে  সেই সাথে ভালো আইটেমই পেয়েছি ,1
অনেক সুন্দর একটা ফোন এই বাজেটে  জিবি র ্যাম এর ফোন এই কোয়ালিটি কোন ব্র্যান্ডের এমন ফোন হয় না যেমন প্রসেসর তেমন ক্যামেরা বেস্ট একটা ফোন,1
এ দামে   রেম রুম নিয়ে সন্তোষ্টি ছাড়া আহামরি আর কিছুই নয় ,1
খুব দ্রুত ডেলিভারি পেয়েছি  কয়েক দিন ব্যবহার করে রিভিউ দিচ্ছি  সব ঠিক ঠাক ভাবে অরিজিনাল প্রোডাক্ট পেয়েছি ,1
 দিন ব্যবহারের পর মন্তব্য লিখছি  ফোনটি ভালোই   গ্লোবাল ভার্সন  চার্জের সময় বা গেমিংয়ের সময় ওভারহিটিংয়ের কোন সমস্যা এখনো পাইনি ,1
আলহামদুলিল্লাহ ফোন টা অনেক সুন্দর এবং ধন্যবাদ সেলার এবং ডেলিভারি ম্যানকে আমাকে ফোন টা খুলে চেক করে নিতে দিয়েছে,1
নীল কালার না দিয়ে কালো দিয়ে ছেন  ভালো ছিল  ধন্যবাদ,2
খুব দ্রুত মোবাইল টি পাঠানো হয়েছে  খুবই ভালোভাবে প্যাকেজিং করা ছিলো,1
যেমন চাইছিলাম ঠিক তেমনই হইছে  ধন্যবাদ দারাজ,1
ভালো থাকবেন  সবসময় সময় লাগবে,1
খুবই ভালো মনের নিতে পারেন সবাই ,1
ভালোই,1
সেলার অনেক লেট করে রিপ্লাই দেয়  প্রোডাক্ট শিপমেন্টে দেয়ার পর রিপ্লাই করে কোন লাভ আছে ,0
  অথেনটিক এবং অফিসিয়াল প্রোডাক্ট  এই বাজেটে খুব ভালো একটি ফোন  ক্যামেরা ভালো দাম অনুযায়ী  ব্যাটারী ব্যাকআপ খুব ভালো  ফোনের ডিজাইন ও খারাপ না  সব দিক বিবেচনায় খুব ভালো একটি ফোন এই দামে  ধন্যবাদ           কে এবং          কে ,1
